Index,Sampling_date,Ref_lab,VialCodi,Exp,Plot,Chamber_opacity,Year,Month,Day,Tr1,Tr2,Rep,chamber number,Sampler,Code,Water_level_cm,Temp_soil,Rice_cover_prop,Env_temp_initial,Env_temp_final,Sample_time,Sample_hour,Sample_time_min ,CCH4_ppm,CCO2_ppm,NN2O_ppm,Chamber_temp
52,6/15/2023,P01_T3_15-06-23,,CER,P01,TRA,2023,6,15,AWD,,1,4,David M,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:15_M:6_Y:2023,0,23,0.4,27,28,T3,10:55:00,30,1.3875,63.6193,1.7299,35.5
53,6/15/2023,P05_T0_15-06-23,,CER,P05,TRA,2023,6,15,AWD,,2,1,David M,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:15_M:6_Y:2023,0,22.7,0.4,27,28,T0,10:31:00,0,1.455,98.7113,1.0558,32.5
54,6/15/2023,P05_T1_15-06-23,,CER,P05,TRA,2023,6,15,AWD,,2,1,David M,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:15_M:6_Y:2023,0,22.7,0.4,27,28,T1,10:41:00,10,1.8225,79.6487,1.4882,34.6
55,6/15/2023,P05_T2_15-06-23,,CER,P05,TRA,2023,6,15,AWD,,2,1,David M,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:15_M:6_Y:2023,0,22.7,0.4,27,28,T2,10:51:00,20,1.89,57.7638,2.0988,35.5
56,6/15/2023,P05_T3_15-06-23,,CER,P05,TRA,2023,6,15,AWD,,2,1,David M,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:15_M:6_Y:2023,0,22.7,0.4,27,28,T3,11:01:00,30,2.0325,40.291,2.4931,36
57,6/15/2023,P02_T0_15-06-23,,CER,P02,TRA,2023,6,15,MSD,,1,2,Seba,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:15_M:6_Y:2023,14.5,23.4,0.2,27,28,T0,11:11:00,0,1.3575,86.7683,1.1003,31.7
58,6/15/2023,P02_T1_15-06-23,,CER,P02,TRA,2023,6,15,MSD,,1,2,Seba,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:15_M:6_Y:2023,14.5,23.4,0.2,27,28,T1,11:21:00,10,1.47,76.6442,0.9667,33.9
59,6/15/2023,P02_T2_15-06-23,,CER,P02,TRA,2023,6,15,MSD,,1,2,Seba,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:15_M:6_Y:2023,14.5,23.4,0.2,27,28,T2,11:31:00,20,1.695,45.6952,0.9349,34.4
60,6/15/2023,P02_T3_15-06-23,,CER,P02,TRA,2023,6,15,MSD,,1,2,Seba,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:15_M:6_Y:2023,14.5,23.4,0.2,27,28,T3,11:41:00,30,1.92,16.0672,0.9476,34.8
61,6/15/2023,P04_T0_15-06-23,,CER,P04,TRA,2023,6,15,MSD,,2,6,Seba,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:15_M:6_Y:2023,9,23.2,0.25,27,28,T0,10:31:00,0,1.3425,94.6051,0.9604,32.6
62,6/15/2023,P04_T1_15-06-23,,CER,P04,TRA,2023,6,15,MSD,,2,6,Seba,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:15_M:6_Y:2023,9,23.2,0.25,27,28,T1,10:41:00,10,1.4775,57.729,0.9286,33.5
63,6/15/2023,P04_T2_15-06-23,,CER,P04,TRA,2023,6,15,MSD,,2,6,Seba,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:15_M:6_Y:2023,9,23.2,0.25,27,28,T2,10:51:00,20,1.5525,36.1948,0.8968,34
64,6/15/2023,P04_T3_15-06-23,,CER,P04,TRA,2023,6,15,MSD,,2,6,Seba,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:15_M:6_Y:2023,9,23.2,0.25,27,28,T3,11:01:00,30,1.62,24.7488,0.8586,34.6
65,6/15/2023,P03_T0_15-06-23,,CER,P03,TRA,2023,6,15,CON,,1,3,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:15_M:6_Y:2023,6.5,23,0.15,28,30,T0,11:11:00,0,1.4475,89.1362,0.9922,34.6
66,6/15/2023,P03_T1_15-06-23,,CER,P03,TRA,2023,6,15,CON,,1,3,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:15_M:6_Y:2023,6.5,23,0.15,28,30,T1,11:21:00,10,1.53,56.8025,1.0049,36
67,6/15/2023,P03_T2_15-06-23,,CER,P03,TRA,2023,6,15,CON,,1,3,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:15_M:6_Y:2023,6.5,23,0.15,28,30,T2,11:31:00,20,1.65,58.9164,0.9858,37.1
68,6/15/2023,P03_T3_15-06-23,,CER,P03,TRA,2023,6,15,CON,,1,3,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:15_M:6_Y:2023,6.5,23,0.15,28,30,T3,11:41:00,30,1.8,31.4102,0.9731,37
69,6/15/2023,P06_T0_15-06-23,,CER,P06,TRA,2023,6,15,CON,,2,1,Raul,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:15_M:6_Y:2023,6.5,23.8,0.15,28,30,T0,11:16:20,0,1.3125,96.9581,0.9794,33.4
70,6/15/2023,P06_T1_15-06-23,,CER,P06,TRA,2023,6,15,CON,,2,1,Raul,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:15_M:6_Y:2023,6.5,23.8,0.15,28,30,T1,11:26:20,10,1.9275,73.2672,0.9349,34.6
71,6/15/2023,P06_T2_15-06-23,,CER,P06,TRA,2023,6,15,CON,,2,1,Raul,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:15_M:6_Y:2023,6.5,23.8,0.15,28,30,T2,11:36:20,20,2.3625,44.9979,1.0621,35.4
72,6/15/2023,P06_T3_15-06-23,,CER,P06,TRA,2023,6,15,CON,,2,1,Raul,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:15_M:6_Y:2023,6.5,23.8,0.15,28,30,T3,11:46:20,30,2.94,34.5013,0.9604,35.5
73,6/15/2023,P07_T0_15-06-23,,CER,P07,TRA,2023,6,15,MSD,,3,3,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:15_M:6_Y:2023,5.5,23.9,0.15,31,31,T0,12:17:15,0,1.4475,101.1649,0.9158,34
74,6/15/2023,P07_T1_15-06-23,,CER,P07,TRA,2023,6,15,MSD,,3,3,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:15_M:6_Y:2023,5.5,23.9,0.15,31,31,T1,12:27:15,10,1.305,52.1026,1.6981,35.6
75,6/15/2023,P07_T2_15-06-23,,CER,P07,TRA,2023,6,15,MSD,,3,3,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:15_M:6_Y:2023,5.5,23.9,0.15,31,31,T2,12:37:15,20,1.3725,36.7556,1.043,35
76,6/15/2023,P07_T3_15-06-23,,CER,P07,TRA,2023,6,15,MSD,,3,3,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:15_M:6_Y:2023,5.5,23.9,0.15,31,31,T3,12:47:15,30,1.395,27.6248,1.59,35.4
81,6/15/2023,P08_T0_15-06-23,,CER,P08,TRA,2023,6,15,CON,,3,2,Seba,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:15_M:6_Y:2023,7,23.6,0.3,28,30,T0,11:11:00,0,1.47,82.1959,1.024,32.8
82,6/15/2023,P08_T1_15-06-23,,CER,P08,TRA,2023,6,15,CON,,3,2,Seba,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:15_M:6_Y:2023,7,23.6,0.3,28,30,T1,11:21:00,10,2.025,61.9169,0.8777,34.7
83,6/15/2023,P08_T2_15-06-23,,CER,P08,TRA,2023,6,15,CON,,3,2,Seba,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:15_M:6_Y:2023,7,23.6,0.3,28,30,T2,11:31:00,20,2.685,49.5803,0.9158,35.7
84,6/15/2023,P08_T3_15-06-23,,CER,P08,TRA,2023,6,15,CON,,3,2,Seba,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:15_M:6_Y:2023,7,23.6,0.3,28,30,T3,11:41:00,30,3.36,29.9887,0.9031,36
89,6/15/2023,P09_T3_15-06-23,,CER,P09,TRA,2023,6,15,AWD,,3,6,Seba,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:15_M:6_Y:2023,0,23.3,0.3,31,31,T3,12:17:15,0,1.35,64.2738,1.6727,33.6
90,6/15/2023,P09_T1_15-06-23,,CER,P09,TRA,2023,6,15,AWD,,3,6,Seba,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:15_M:6_Y:2023,0,23.3,0.3,31,31,T1,12:27:15,10,1.3425,110.3297,1.908,35.6
91,6/15/2023,P09_T2_15-06-23,,CER,P09,TRA,2023,6,15,AWD,,3,6,Seba,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:15_M:6_Y:2023,0,23.3,0.3,31,31,T2,12:37:15,20,1.305,97.0846,1.7744,35.3
92,6/15/2023,P09_T3_15-06-23,,CER,P09,TRA,2023,6,15,AWD,,3,6,Seba,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:15_M:6_Y:2023,0,23.3,0.3,31,31,T3,12:47:15,30,1.35,64.2738,1.6727,35.1
98,6/20/2023,P01_T1_20-06-23,,CER,P01,TRA,2023,6,20,AWD,,1,1,Raul,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:20_M:6_Y:2023,8,24,0.85,27.5,27,T1,10:00:40,10,1.275,68.7326,0.8586,32.2
99,6/20/2023,P01_T2_20-06-23,,CER,P01,TRA,2023,6,20,AWD,,1,1,Raul,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:20_M:6_Y:2023,8,24,0.85,27.5,27,T2,10:10:40,20,1.3575,38.8884,0.884,31.4
100,6/20/2023,P01_T3_20-06-23,,CER,P01,TRA,2023,6,20,AWD,,1,1,Raul,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:20_M:6_Y:2023,8,24,0.85,27.5,27,T3,10:20:40,30,1.32,25.0347,0.884,30.2
101,6/20/2023,P03_T0_20-06-23,,CER,P03,TRA,2023,6,20,CON,,1,4,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:20_M:6_Y:2023,9,24.8,0.4,27.5,27,T0,9:53:13,0,1.38,102.1133,0.8968,31
102,6/20/2023,P03_T1_20-06-23,,CER,P03,TRA,2023,6,20,CON,,1,4,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:20_M:6_Y:2023,9,24.8,0.4,27.5,27,T1,10:03:13,10,1.68,47.5382,0.8522,32.9
103,6/20/2023,P03_T2_20-06-23,,CER,P03,TRA,2023,6,20,CON,,1,4,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:20_M:6_Y:2023,9,24.8,0.4,27.5,27,T2,10:13:13,20,1.98,40.7264,0.8395,32.2
104,6/20/2023,P03_T3_20-06-23,,CER,P03,TRA,2023,6,20,CON,,1,4,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:20_M:6_Y:2023,9,24.8,0.4,27.5,27,T3,10:23:13,30,2.2275,14.812,0.8077,29.6
106,6/20/2023,P02_T1_20-06-23,,CER,P02,TRA,2023,6,20,MSD,,1,2,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:20_M:6_Y:2023,7,,0.9,27.5,,T1,10:00:40,10,1.545,10.648,0.8141,32.6
107,6/20/2023,P02_T2_20-06-23,,CER,P02,TRA,2023,6,20,MSD,,1,2,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:20_M:6_Y:2023,7,,0.9,27.5,,T2,10:10:40,20,1.8,36.7008,1.0876,31.6
108,6/20/2023,P02_T3_20-06-23,,CER,P02,TRA,2023,6,20,MSD,,1,2,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:20_M:6_Y:2023,7,,0.9,27.5,,T3,10:20:40,30,2.0625,17.4399,0.954,30.2
109,6/20/2023,P04_T0_20-06-23,,CER,P04,TRA,2023,6,20,MSD,,2,3,LLJ,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.7,27.5,,T0,9:53:13,0,1.38,93.1228,0.8586,31.3
110,6/20/2023,P04_T1_20-06-23,,CER,P04,TRA,2023,6,20,MSD,,2,3,LLJ,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.7,27.5,,T1,10:03:13,10,1.485,52.1056,0.8395,32.8
111,6/20/2023,P04_T2_20-06-23,,CER,P04,TRA,2023,6,20,MSD,,2,3,LLJ,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.7,27.5,,T2,10:13:13,20,1.605,34.7513,0.9286,32
112,6/20/2023,P04_T3_20-06-23,,CER,P04,TRA,2023,6,20,MSD,,2,3,LLJ,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.7,27.5,,T3,10:23:13,30,1.7325,24.9182,0.865,30
113,6/20/2023,P05_T0_20-06-23,,CER,P05,TRA,2023,6,20,AWD,,2,6,LLM,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:20_M:6_Y:2023,5,23.8,0.5,27.5,27,T0,9:50:40,0,1.305,95.2018,0.8459,29.9
114,6/20/2023,P05_T1_20-06-23,,CER,P05,TRA,2023,6,20,AWD,,2,6,LLM,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:20_M:6_Y:2023,5,23.8,0.5,27.5,27,T1,10:00:40,10,1.4025,25.5149,0.8586,32.9
115,6/20/2023,P05_T2_20-06-23,,CER,P05,TRA,2023,6,20,AWD,,2,6,LLM,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:20_M:6_Y:2023,5,23.8,0.5,27.5,27,T2,10:10:40,20,1.3725,21.9655,0.884,33
116,6/20/2023,P05_T3_20-06-23,,CER,P05,TRA,2023,6,20,AWD,,2,6,LLM,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:20_M:6_Y:2023,5,23.8,0.5,27.5,27,T3,10:20:40,30,1.365,1.2582,0.9095,31.6
117,6/20/2023,P07_T0_20-06-23,,CER,P07,TRA,2023,6,20,MSD,,3,,LLM,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:20_M:6_Y:2023,6,24.8,0.4,27.5,27,T0,9:53:13,0,1.305,91.9364,0.865,29.5
118,6/20/2023,P07_T1_20-06-23,,CER,P07,TRA,2023,6,20,MSD,,3,,LLM,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:20_M:6_Y:2023,6,24.8,0.4,27.5,27,T1,10:03:13,10,1.32,51.8964,0.8014,32.5
119,6/20/2023,P07_T2_20-06-23,,CER,P07,TRA,2023,6,20,MSD,,3,,LLM,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:20_M:6_Y:2023,6,24.8,0.4,27.5,27,T2,10:13:13,20,1.4325,43.0494,0.8586,31.7
120,6/20/2023,P07_T3_20-06-23,,CER,P07,TRA,2023,6,20,MSD,,3,,LLM,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:20_M:6_Y:2023,6,24.8,0.4,27.5,27,T3,10:23:13,30,1.4625,18.192,0.7823,30.4
121,6/20/2023,P06_T0_20-06-23,,CER,P06,TRA,2023,6,20,CON,,2,3,LLM,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.4,27,29,T0,10:33:40,0,1.3425,107.7346,0.865,27.2
122,6/20/2023,P06_T1_20-06-23,,CER,P06,TRA,2023,6,20,CON,,2,3,LLM,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.4,27,29,T1,10:43:40,10,2.1375,64.4581,0.8395,31.3
123,6/20/2023,P06_T2_20-06-23,,CER,P06,TRA,2023,6,20,CON,,2,3,LLM,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:20_M:6_Y:2023,10,,0.4,27,29,T2,10:53:40,20,2.9175,24.8006,0.8268,31.6
