Index,Sampling_date,Ref_lab,VialCodi,Exp,Plot,Chamber_opacity,Year,Month,Day,Tr1,Tr2,Rep,chamber number,Sampler,Code,Water_level_cm,Temp_soil,Rice_cover_prop,Env_temp_initial,Env_temp_final,Sample_time,Sample_hour,Sample_time_min ,CCH4_ppm,CCO2_ppm,NN2O_ppm,Chamber_temp,Obs
11,2022-05-19,CER-CON_R1_t2_44700,,CER,P03,TRA,2022,5,19,CON,,1,14,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:19_M:5_Y:2022,5,24,0,25,25,t2,11:33:15,20,1.2075,77.0009,1.2529,36.5,
12,2022-05-19,CER-CON_R1_t3_44700,,CER,P03,TRA,2022,5,19,CON,,1,14,Raul,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:19_M:5_Y:2022,5,24,0,25,25,t3,11:43:15,30,1.2075,108.4383,0.9731,40.8,
13,2022-05-19,CER-AWD_R3_t0_44700,,CER,P09,TRA,2022,5,19,AWD,,3,3,Raul,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:19_M:5_Y:2022,6,24,0,26,28,t0,11:55:15,0,1.2075,132.8127,1.0176,32.1,
14,2022-05-19,CER-AWD_R3_t1_44700,,CER,P09,TRA,2022,5,19,AWD,,3,3,Raul,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:19_M:5_Y:2022,6,24,0,26,28,t1,12:05:15,10,1.1325,114.9474,0.9731,36.8,
15,2022-05-19,CER-AWD_R3_t2_44700,,CER,P09,TRA,2022,5,19,AWD,,3,3,Raul,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:19_M:5_Y:2022,6,24,0,26,28,t2,12:15:15,20,1.2075,114.3934,1.024,40.6,
16,2022-05-19,CER-AWD_R3_t3_44700,,CER,P09,TRA,2022,5,19,AWD,,3,3,Raul,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:19_M:5_Y:2022,6,24,0,26,28,t3,12:25:15,30,1.2075,75.4775,0.9985,41,
17,2022-05-19,CER-MSD_R2_t0_44700,,CER,P04,TRA,2022,5,19,MSD,,2,2,Adrien,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:19_M:5_Y:2022,3,25,0,25,25,t0,11:13:15,0,1.1325,74.6465,1.7935,33.1,
18,2022-05-19,CER-MSD_R2_t1_44700,,CER,P04,TRA,2022,5,19,MSD,,2,2,Adrien,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:19_M:5_Y:2022,3,25,0,25,25,t1,11:23:15,10,1.1325,94.0353,1.4056,37.6,
19,2022-05-19,CER-MSD_R2_t2_44700,,CER,P04,TRA,2022,5,19,MSD,,2,2,Adrien,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:19_M:5_Y:2022,3,25,0,25,25,t2,11:33:15,20,1.2075,104.1451,1.4946,35.7,
20,2022-05-19,CER-MSD_R2_t3_44700,,CER,P04,TRA,2022,5,19,MSD,,2,2,Adrien,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:19_M:5_Y:2022,3,25,0,25,25,t3,11:43:15,30,1.2825,113.5625,1.5073,40.1,
21,2022-05-19,CER-CON_R2_t0_44700,,CER,P06,TRA,2022,5,19,CON,,2,11,Julie,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:19_M:5_Y:2022,3.5,25,0,25,25,t0,11:13:15,0,1.2825,104.5606,1.2084,34.3,
22,2022-05-19,CER-CON_R2_t1_44700,,CER,P06,TRA,2022,5,19,CON,,2,11,Julie,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:19_M:5_Y:2022,3.5,25,0,25,25,t1,11:23:15,10,1.3575,121.1795,1.3102,37.7,
23,2022-05-19,CER-CON_R2_t2_44700,,CER,P06,TRA,2022,5,19,CON,,2,11,Julie,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:19_M:5_Y:2022,3.5,25,0,25,25,t2,11:33:15,20,1.2825,90.7115,1.0176,35.5,
24,2022-05-19,CER-CON_R2_t3_44700,,CER,P06,TRA,2022,5,19,CON,,2,11,Julie,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:19_M:5_Y:2022,3.5,25,0,25,25,t3,11:43:15,30,1.3575,112.7315,1.1893,39.4,
25,2022-05-19,CER-CON_R3_t0_44700,,CER,P08,TRA,2022,5,19,CON,,3,11,Julie,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:19_M:5_Y:2022,3,25,0,26,28,t0,11:55:15,0,1.2075,101.3753,0.9604,35.8,
26,2022-05-19,CER-CON_R3_t1_44700,,CER,P08,TRA,2022,5,19,CON,,3,11,Julie,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:19_M:5_Y:2022,3,25,0,26,28,t1,12:05:15,10,1.2075,80.6016,0.9031,36.8,
27,2022-05-19,CER-CON_R3_t2_44700,,CER,P08,TRA,2022,5,19,CON,,3,11,Julie,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:19_M:5_Y:2022,3,25,0,26,28,t2,12:15:15,20,1.2075,90.296,0.9985,38.8,
28,2022-05-19,CER-CON_R3_t3_44700,,CER,P08,TRA,2022,5,19,CON,,3,11,Julie,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:19_M:5_Y:2022,3,25,0,26,28,t3,12:25:15,30,1.2075,110.3772,0.9604,39.7,
29,2022-05-19,CER-AWD_R2_t0_44700,,CER,P05,TRA,2022,5,19,AWD,,2,3,LLJ,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:19_M:5_Y:2022,5.5,24,0,25,25,t0,11:13:15,0,1.1325,80.8786,1.024,32.2,
30,2022-05-19,CER-AWD_R2_t1_44700,,CER,P05,TRA,2022,5,19,AWD,,2,3,LLJ,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:19_M:5_Y:2022,5.5,24,0,25,25,t1,11:23:15,10,1.2075,96.1126,1.749,38.3,
31,2022-05-19,CER-AWD_R2_t2_44700,,CER,P05,TRA,2022,5,19,AWD,,2,3,LLJ,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:19_M:5_Y:2022,5.5,24,0,25,25,t2,11:33:15,20,1.2075,80.1862,1.0176,36,
32,2022-05-19,CER-AWD_R2_t3_44700,,CER,P05,TRA,2022,5,19,AWD,,2,3,LLJ,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:19_M:5_Y:2022,5.5,24,0,25,25,t3,11:43:15,30,1.2075,103.3141,0.9667,40.9,
33,2022-05-19,CER-MSD_R3_t0_44700,,CER,P07,TRA,2022,5,19,MSD,,3,14,LLJ,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:19_M:5_Y:2022,3,24,0,26,,t0,11:55:15,0,1.1325,59.6895,1.8762,31.4,
34,2022-05-19,CER-MSD_R3_t1_44700,,CER,P07,TRA,2022,5,19,MSD,,3,14,LLJ,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:19_M:5_Y:2022,3,24,0,26,,t1,12:05:15,10,1.2075,85.3103,1.1448,36.5,
35,2022-05-19,CER-MSD_R3_t2_44700,,CER,P07,TRA,2022,5,19,MSD,,3,14,LLJ,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:19_M:5_Y:2022,3,24,0,26,,t2,12:15:15,20,1.2075,78.6628,1.1003,40.7,
36,2022-05-19,CER-MSD_R3_t3_44700,,CER,P07,TRA,2022,5,19,MSD,,3,14,LLJ,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:19_M:5_Y:2022,3,24,0,26,,t3,12:25:15,30,1.2825,103.8681,1.749,40.6,
37,2022-05-26,CER-AWD_R1_t0_44707,,CER,P01,TRA,2022,5,26,AWD,,1,9,LLJ,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:26_M:5_Y:2022,1,20,0.01,21,23,t0,11:09:00,0,1.2075,106.6491,0.9413,28.1,
38,2022-05-26,CER-AWD_R1_t1_44707,,CER,P01,TRA,2022,5,26,AWD,,1,9,LLJ,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:26_M:5_Y:2022,1,20,0.01,21,23,t1,11:19:00,10,1.2825,107.6579,0.9604,33.9,
39,2022-05-26,CER-AWD_R1_t2_44707,,CER,P01,TRA,2022,5,26,AWD,,1,9,LLJ,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:26_M:5_Y:2022,1,20,0.01,21,23,t2,11:29:00,20,1.2825,148.2999,0.9349,33.5,
40,2022-05-26,CER-AWD_R1_t3_44707,,CER,P01,TRA,2022,5,26,AWD,,1,9,LLJ,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:26_M:5_Y:2022,1,20,0.01,21,23,t3,11:39:00,30,1.2825,166.0267,0.9731,33.5,
41,2022-05-26,CER-MSD_R1_t0_44707,,CER,P02,TRA,2022,5,26,MSD,,1,9,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t0,10:31:00,0,1.2825,121.0611,0.8586,26.1,
42,2022-05-26,CER-MSD_R1_t1_44707,,CER,P02,TRA,2022,5,26,MSD,,1,9,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t1,10:41:00,10,1.3575,144.2645,0.9349,30,
43,2022-05-26,CER-MSD_R1_t2_44707,,CER,P02,TRA,2022,5,26,MSD,,1,9,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t2,10:51:00,20,1.2825,131.0054,0.9031,30.4,
44,2022-05-26,CER-MSD_R1_t3_44707,,CER,P02,TRA,2022,5,26,MSD,,1,9,LLJ,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t3,11:01:00,30,1.3575,111.8374,1.4246,30.9,
45,2022-05-26,CER-CON_R1_t0_44707,,CER,P03,TRA,2022,5,26,CON,,1,1,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:26_M:5_Y:2022,2,20,0.01,21,23,t0,11:09:00,0,1.2075,103.4784,0.9286,28,
46,2022-05-26,CER-CON_R1_t1_44707,,CER,P03,TRA,2022,5,26,CON,,1,1,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:26_M:5_Y:2022,2,20,0.01,21,23,t1,11:19:00,10,1.2825,106.3608,0.9095,32.8,
47,2022-05-26,CER-CON_R1_t2_44707,,CER,P03,TRA,2022,5,26,CON,,1,1,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:26_M:5_Y:2022,2,20,0.01,21,23,t2,11:29:00,20,1.3575,108.6668,0.9604,33,
48,2022-05-26,CER-CON_R1_t3_44707,,CER,P03,TRA,2022,5,26,CON,,1,1,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:26_M:5_Y:2022,2,20,0.01,21,23,t3,11:39:00,30,1.3575,121.4935,1.4119,32.9,
49,2022-05-26,CER-MSD_R2_t0_44707,,CER,P04,TRA,2022,5,26,MSD,,2,1,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t0,10:31:00,0,1.2075,130.8613,0.9095,25.2,
50,2022-05-26,CER-MSD_R2_t1_44707,,CER,P04,TRA,2022,5,26,MSD,,2,1,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t1,10:41:00,10,1.2825,109.5315,1.0176,29.9,
51,2022-05-26,CER-MSD_R2_t2_44707,,CER,P04,TRA,2022,5,26,MSD,,2,1,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t2,10:51:00,20,1.2825,115.2963,0.8586,30.5,
52,2022-05-26,CER-MSD_R2_t3_44707,,CER,P04,TRA,2022,5,26,MSD,,2,1,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:26_M:5_Y:2022,3,19.5,0.01,20,21,t3,11:01:00,30,1.2825,100.8843,0.8904,30.7,
53,2022-05-26,CER-AWD_R2_t0_44707,,CER,P05,TRA,2022,5,26,AWD,,2,14,,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:26_M:5_Y:2022,4,19,0.01,21,23,t0,11:09:00,0,1.2075,79.5544,0.9286,26.5,
54,2022-05-26,CER-AWD_R2_t1_44707,,CER,P05,TRA,2022,5,26,AWD,,2,14,,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:26_M:5_Y:2022,4,19,0.01,21,23,t1,11:19:00,10,1.2075,99.8754,0.9031,31.9,
55,2022-05-26,CER-AWD_R2_t2_44707,,CER,P05,TRA,2022,5,26,AWD,,2,14,,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:26_M:5_Y:2022,4,19,0.01,21,23,t2,11:29:00,20,1.2825,108.955,0.8586,33.2,
56,2022-05-26,CER-AWD_R2_t3_44707,,CER,P05,TRA,2022,5,26,AWD,,2,14,,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:26_M:5_Y:2022,4,19,0.01,21,23,t3,11:39:00,30,1.2825,90.3635,0.9413,33.5,
57,2022-05-26,CER-CON_R2_t0_44707,,CER,P06,TRA,2022,5,26,CON,,2,14,,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:26_M:5_Y:2022,2.5,19,0.01,20,21,t0,10:31:00,0,1.1325,108.6668,0.8713,25.4,
58,2022-05-26,CER-CON_R2_t1_44707,,CER,P06,TRA,2022,5,26,CON,,2,14,,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:26_M:5_Y:2022,2.5,19,0.01,20,21,t1,10:41:00,10,1.2075,141.5262,0.884,30.5,
59,2022-05-26,CER-CON_R2_t2_44707,,CER,P06,TRA,2022,5,26,CON,,2,14,,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:26_M:5_Y:2022,2.5,19,0.01,20,21,t2,10:51:00,20,1.2075,117.6022,0.9413,31.5,
60,2022-05-26,CER-CON_R2_t3_44707,,CER,P06,TRA,2022,5,26,CON,,2,14,,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:26_M:5_Y:2022,2.5,19,0.01,20,21,t3,11:01:00,30,1.2825,102.3255,0.865,32,
61,2022-05-26,CER-MSD_R3_t0_44707,,CER,P07,TRA,2022,5,26,MSD,,3,11,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:26_M:5_Y:2022,4,19,0.01,21,23,t0,11:09:00,0,1.1325,121.0611,0.9158,26.7,
62,2022-05-26,CER-MSD_R3_t1_44707,,CER,P07,TRA,2022,5,26,MSD,,3,11,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:26_M:5_Y:2022,4,19,0.01,21,23,t1,11:19:00,10,1.2075,121.9258,0.9031,33.9,
63,2022-05-26,CER-MSD_R3_t2_44707,,CER,P07,TRA,2022,5,26,MSD,,3,11,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:26_M:5_Y:2022,4,19,0.01,21,23,t2,11:29:00,20,1.2075,100.8843,0.8968,34.1,
64,2022-05-26,CER-MSD_R3_t3_44707,,CER,P07,TRA,2022,5,26,MSD,,3,11,Raul,E:CER_P:P07_Tr1:MSD_Tr2:_TRA_3_D:26_M:5_Y:2022,4,19,0.01,21,23,t3,11:39:00,30,1.2075,112.1256,1.0367,31.5,
65,2022-05-26,CER-CON_R3_t0_44707,,CER,P08,TRA,2022,5,26,CON,,3,11,Raul,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:26_M:5_Y:2022,2,19,0.01,20,21,t0,10:31:00,0,1.2075,87.3369,0.8777,27.3,
66,2022-05-26,CER-CON_R3_t1_44707,,CER,P08,TRA,2022,5,26,CON,,3,11,Raul,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:26_M:5_Y:2022,2,19,0.01,20,21,t1,10:41:00,10,1.2075,109.0991,0.9349,30.3,
67,2022-05-26,CER-CON_R3_t2_44707,,CER,P08,TRA,2022,5,26,CON,,3,11,Raul,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:26_M:5_Y:2022,2,19,0.01,20,21,t2,10:51:00,20,1.2075,108.5226,0.8713,30.9,
68,2022-05-26,CER-CON_R3_t3_44707,,CER,P08,TRA,2022,5,26,CON,,3,11,Raul,E:CER_P:P08_Tr1:CON_Tr2:_TRA_3_D:26_M:5_Y:2022,2,19,0.01,20,21,t3,11:01:00,30,1.2825,93.8224,0.9095,31.4,
69,2022-05-26,CER-AWD_R3_t0_44707,,CER,P09,TRA,2022,5,26,AWD,,3,2,,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:26_M:5_Y:2022,11,19,0.01,20,21,t0,10:31:00,0,1.2825,112.7021,0.9667,27.4,
70,2022-05-26,CER-AWD_R3_t1_44707,,CER,P09,TRA,2022,5,26,AWD,,3,2,,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:26_M:5_Y:2022,11,19,0.01,20,21,t1,10:41:00,10,1.2075,93.8224,0.8968,33.9,
71,2022-05-26,CER-AWD_R3_t2_44707,,CER,P09,TRA,2022,5,26,AWD,,3,2,,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:26_M:5_Y:2022,11,19,0.01,20,21,t2,10:51:00,20,1.2825,95.9842,1.0176,33.5,
72,2022-05-26,CER-AWD_R3_t3_44707,,CER,P09,TRA,2022,5,26,AWD,,3,2,,E:CER_P:P09_Tr1:AWD_Tr2:_TRA_3_D:26_M:5_Y:2022,11,19,0.01,20,21,t3,11:01:00,30,1.3575,110.6844,0.9286,33.8,
73,2022-06-02,CER-AWD_R1_t0_44714,,CER,P01,TRA,2022,6,2,AWD,,1,2,JJL,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:2_M:6_Y:2022,7.5,23,0.05,25,25.5,t0,10:27:50,0,1.2825,81.3346,0.9222,26.8,
74,2022-06-02,CER-AWD_R1_t1_44714,,CER,P01,TRA,2022,6,2,AWD,,1,2,JJL,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:2_M:6_Y:2022,7.5,23,0.05,25,25.5,t1,10:37:50,10,1.2825,78.4328,0.9031,29.9,
75,2022-06-02,CER-AWD_R1_t2_44714,,CER,P01,TRA,2022,6,2,AWD,,1,2,JJL,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:2_M:6_Y:2022,7.5,23,0.05,25,25.5,t2,10:47:50,20,1.2825,86.1993,0.8459,30.3,
76,2022-06-02,CER-AWD_R1_t3_44714,,CER,P01,TRA,2022,6,2,AWD,,1,2,JJL,E:CER_P:P01_Tr1:AWD_Tr2:_TRA_1_D:2_M:6_Y:2022,7.5,23,0.05,25,25.5,t3,10:57:50,30,1.2825,83.8096,0.8395,31,
77,2022-06-02,CER-MSD_R1_t0_44714,,CER,P02,TRA,2022,6,2,MSD,,1,14,JJL,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:2_M:6_Y:2022,6.5,23,0.05,25,25.5,t0,10:31:00,0,1.2075,87.0528,0.7505,25.7,
78,2022-06-02,CER-MSD_R1_t1_44714,,CER,P02,TRA,2022,6,2,MSD,,1,14,JJL,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:2_M:6_Y:2022,6.5,23,0.05,25,25.5,t1,10:41:00,10,1.2825,76.0431,0.7378,29.1,
79,2022-06-02,CER-MSD_R1_t2_44714,,CER,P02,TRA,2022,6,2,MSD,,1,14,JJL,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:2_M:6_Y:2022,6.5,23,0.05,25,25.5,t2,10:51:00,20,1.2075,87.7355,0.795,30.8,
80,2022-06-02,CER-MSD_R1_t3_44714,,CER,P02,TRA,2022,6,2,MSD,,1,14,JJL,E:CER_P:P02_Tr1:MSD_Tr2:_TRA_1_D:2_M:6_Y:2022,6.5,23,0.05,25,25.5,t3,11:01:00,30,1.2075,68.106,0.7759,32.4,
81,2022-06-02,CER-CON_R1_t0_44714,,CER,P03,TRA,2022,6,2,CON,,1,3,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:2_M:6_Y:2022,5,23,0.05,25,25.5,t0,10:27:50,0,1.2075,78.0914,0.8459,26.5,
82,2022-06-02,CER-CON_R1_t1_44714,,CER,P03,TRA,2022,6,2,CON,,1,3,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:2_M:6_Y:2022,5,23,0.05,25,25.5,t1,10:37:50,10,1.2075,82.3587,0.8077,28.8,
83,2022-06-02,CER-CON_R1_t2_44714,,CER,P03,TRA,2022,6,2,CON,,1,3,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:2_M:6_Y:2022,5,23,0.05,25,25.5,t2,10:47:50,20,1.2825,68.7887,0.884,29.8,
84,2022-06-02,CER-CON_R1_t3_44714,,CER,P03,TRA,2022,6,2,CON,,1,3,Julie,E:CER_P:P03_Tr1:CON_Tr2:_TRA_1_D:2_M:6_Y:2022,5,23,0.05,25,25.5,t3,10:57:50,30,1.2825,77.494,0.8204,30.5,
85,2022-06-02,CER-MSD_R2_t0_44714,,CER,P04,TRA,2022,6,2,MSD,,2,3,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:2_M:6_Y:2022,3.5,7,0.05,25.5,27,t0,11:07:30,0,1.2075,82.2734,0.7441,30.6,
86,2022-06-02,CER-MSD_R2_t1_44714,,CER,P04,TRA,2022,6,2,MSD,,2,3,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:2_M:6_Y:2022,3.5,7,0.05,25.5,27,t1,11:17:30,10,1.2825,79.6277,0.795,32.3,
87,2022-06-02,CER-MSD_R2_t2_44714,,CER,P04,TRA,2022,6,2,MSD,,2,3,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:2_M:6_Y:2022,3.5,7,0.05,25.5,27,t2,11:27:30,20,1.2825,80.7372,0.865,35.2,
88,2022-06-02,CER-MSD_R2_t3_44714,,CER,P04,TRA,2022,6,2,MSD,,2,3,Julie,E:CER_P:P04_Tr1:MSD_Tr2:_TRA_2_D:2_M:6_Y:2022,3.5,7,0.05,25.5,27,t3,11:37:30,30,1.2825,62.3878,0.7378,34.6,
89,2022-06-02,CER-AWD_R2_t3_44714,,CER,P05,TRA,2022,6,2,AWD,,2,1,Adrien,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:2_M:6_Y:2022,6,24,0.05,25,25.5,t3,10:27:50,0,1.2825,70.837,0.8014,26.7,
90,2022-06-02,CER-AWD_R2_t1_44714,,CER,P05,TRA,2022,6,2,AWD,,2,1,Adrien,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:2_M:6_Y:2022,6,24,0.05,25,25.5,t1,10:37:50,10,1.2825,85.2605,0.8204,29.2,
91,2022-06-02,CER-AWD_R2_t2_44714,,CER,P05,TRA,2022,6,2,AWD,,2,1,Adrien,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:2_M:6_Y:2022,6,24,0.05,25,25.5,t2,10:47:50,20,1.3575,76.0431,0.7823,30.3,
92,2022-06-02,CER-AWD_R2_t3_44714,,CER,P05,TRA,2022,6,2,AWD,,2,1,Adrien,E:CER_P:P05_Tr1:AWD_Tr2:_TRA_2_D:2_M:6_Y:2022,6,24,0.05,25,25.5,t3,10:57:50,30,1.2825,70.837,0.8014,31.2,
93,2022-06-02,CER-CON_R2_t0_44714,,CER,P06,TRA,2022,6,2,CON,,2,1,Adrien,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:2_M:6_Y:2022,3,25,0.05,25.5,27,t0,11:07:30,0,1.2075,75.1043,1.1194,27.6,
94,2022-06-02,CER-CON_R2_t1_44714,,CER,P06,TRA,2022,6,2,CON,,2,1,Adrien,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:2_M:6_Y:2022,3,25,0.05,25.5,27,t1,11:17:30,10,1.2075,71.6052,0.8332,32.2,
95,2022-06-02,CER-CON_R2_t2_44714,,CER,P06,TRA,2022,6,2,CON,,2,1,Adrien,E:CER_P:P06_Tr1:CON_Tr2:_TRA_2_D:2_M:6_Y:2022,3,25,0.05,25.5,27,t2,11:27:30,20,1.2825,83.0415,0.7886,35.2,
