siteID,q0.obs,q0.est,q0.se,q1.obs,q1.est,q1.se,q2.obs,q2.est,q2.se
Samp_1Rep_3AWDHeteroptera,1,1,0,1,1,0,1,1,0
Samp_1Rep_3AWDOdonata,1,1,0,1,1,0,1,1,0
Samp_1Rep_3CONColeoptera,2,2,0.47609522856952335,1.1266480830948178,1.1434485837825032,0.11625536009532927,1.0525951557093425,1.0540540540540544,0.0596134463771737
Samp_1Rep_3CONHeteroptera,1,1,0,1,1,0,1,1,0
Samp_1Rep_3CONOdonata,2,2,0.17144660799776537,1.6493848884661177,1.708576300045746,0.22594531043278804,1.4705882352941173,1.5217391304347838,0.26198229300863957
Samp_1Rep_3MSDColeoptera,2,2,0.48783173121456336,1.1294066458851535,1.1466949498677044,0.11746058830439011,1.054014598540146,1.0555555555555574,0.06058646935575936
Samp_1Rep_3MSDHeteroptera,1,1,0,1,1,0,1,1,0
Samp_2Rep_1AWDColeoptera,3,3.4166666666666665,1.2309089261646389,2.7494592739972052,3.502420948868214,1.2199514169349437,2.5714285714285716,3.7499999999999987,1.4858413667345398
Samp_2Rep_1AWDHeteroptera,2,2.5,0.731747596821845,2,3.3750000000017093,1.158600361635422,2,Inf,NA
Samp_2Rep_1AWDOdonata,1,1,0,1,1,0,1,Inf,NA
Samp_2Rep_1CONColeoptera,5,7.8125,1.6874381754831693,3.488051361250794,4.473987990317737,0.9546101977640453,2.909090909090909,3.3333333333333273,0.7902356290461118
Samp_2Rep_1CONHeteroptera,4,4,0.6028457710100292,2.0508941105407517,2.111825383806469,0.2619736783294642,1.579634464751958,1.5967741935483903,0.20110991042276233
Samp_2Rep_1CONOdonata,7,9.217391304347826,5.083112158829326,2.8590591958149245,3.063727969150201,0.4176709199212253,2.1889655172413787,2.2279202279202326,0.2240521982866555
Samp_2Rep_1MSDColeoptera,2,2,0.45604802157206853,1.2934572090113128,1.347944692720839,0.25287140698881116,1.1529411764705884,1.1666666666666654,0.19533591730778804
Samp_2Rep_1MSDHeteroptera,4,5.925925925925926,2.2507060515907984,1.7744953561269163,1.973197967515834,0.4465510831320714,1.3626168224299067,1.3818897637795293,0.22733859091243128
Samp_2Rep_1MSDOdonata,2,2,0.10000000000000002,1.9378192408783848,2.0715017131073656,0.18170414729779025,1.8823529411764706,2.153846153846154,0.2968404590521374
Samp_2Rep_2AWDColeoptera,3,3.857142857142857,1.1330349929269026,2.2173474522732106,2.8729086588368675,0.9347983573219136,1.8148148148148147,2.1000000000000005,0.91705830880083
Samp_2Rep_2AWDHeteroptera,2,2,0.48783173121456336,1.3322056912494478,1.3979260965830398,0.2623110385317642,1.1803278688524592,1.1999999999999982,0.17792074925939935
Samp_2Rep_2AWDOdonata,2,2,0,1.8420227750373133,1.8901307915396701,0.16871264465571345,1.7241379310344829,1.7924528301886844,0.23917450230643428
Samp_2Rep_2CONColeoptera,3,3,0.2726599243442908,2.4299024205812323,2.487672366074661,0.2133437342805734,2.245939675174014,2.312958435207826,0.20262964237534586
Samp_2Rep_2CONHeteroptera,5,5,0.6778627400852281,3.3509258194612843,3.499445426922647,0.346982878946057,2.731513083048919,2.833734939759041,0.3796467718000288
Samp_2Rep_2CONOdonata,5,6.961538461538462,1.9220049556980987,2.387499273091551,2.5480321117071036,0.36349711061741496,1.8699861687413557,1.9024390243902438,0.2633922857666498
Samp_2Rep_2MSDColeoptera,3,3.4615384615384617,1.3486698653983051,1.9879262846281545,2.2247761243509494,0.6376504196012848,1.6095238095238094,1.695652173913042,0.5243558534064713
Samp_2Rep_2MSDHeteroptera,1,1,0,1,1,0,1,1,0
Samp_2Rep_2MSDOdonata,2,2.5,0.6908492797077576,2,3.3750000000017093,1.0938446928714032,2,Inf,NA
Samp_2Rep_3AWDColeoptera,3,3,0.6448992043633658,1.9245064870902011,2.0464675439674465,0.32690669104621317,1.5728155339805825,1.627659574468088,0.289625528097545
Samp_2Rep_3AWDHeteroptera,2,2.5,0.7414666056355654,2,3.3750000000017093,1.173988792257157,2,Inf,NA
Samp_2Rep_3CONColeoptera,4,4.473684210526316,1.4536258337616703,2.746177507399137,3.049482243055634,0.7258038284986735,2.187878787878788,2.3424657534246593,0.6577588119741639
Samp_2Rep_3CONHeteroptera,6,6,0.41326474905508487,5.20803766148348,5.540616577952622,0.4313574407978696,4.716577540106951,5.186746987951803,0.6187729046965617
Samp_2Rep_3CONOdonata,5,5.962962962962963,0.7066181010918291,3.7524220868400744,4.176010881498267,0.36751300453871316,3.390697674418605,3.734042553191488,0.38226349302680585
Samp_2Rep_3MSDColeoptera,3,3,0.4795580083801009,2.2338847434722386,2.379042096625023,0.4117967800930645,1.8407643312101907,1.942857142857141,0.4546585052582098
Samp_2Rep_3MSDHeteroptera,5,6.904761904761905,2.4995537189690835,2.8927055908695447,3.399155596419912,0.9296100780185877,2.0900473933649293,2.2105263157894797,0.6510468942727987
Samp_2Rep_3MSDOdonata,2,2.5,0.731747596821845,2,3.3750000000017093,1.158600361635422,2,Inf,NA
Samp_3Rep_1AWDColeoptera,1,1,0,1,1,0,1,1,0
Samp_3Rep_1AWDHeteroptera,2,2,0.48783173121456336,1.5691925832141966,1.7284451068967288,0.42240358883399104,1.3846153846153844,1.4999999999999996,0.41630534735781766
Samp_3Rep_1CONColeoptera,2,2,0.46056618647183817,1.384145488461686,1.4665267139507856,0.3244618127807398,1.2195121951219512,1.25,0.27758489193944236
Samp_3Rep_1CONHeteroptera,5,6.923076923076923,1.8399006921868244,3.229372612561216,3.677191683649739,0.610956944570872,2.7039999999999993,2.901785714285709,0.4251057249798274
Samp_3Rep_1CONOdonata,3,3,0,2.313893834297481,2.366073441517203,0.2048890220961564,1.9484346224677715,1.990384615384621,0.24903755922780454
Samp_3Rep_1MSDColeoptera,2,2,0.4793724854411022,1.5691925832141966,1.7284451068967288,0.44364668114754374,1.3846153846153844,1.4999999999999996,0.46774491124926965
Samp_3Rep_1MSDHeteroptera,5,5,0.6730626668368587,4.362610537129896,4.827217763964175,0.5544120320658135,3.9026548672566372,4.565217391304351,0.7977033552432649
Samp_3Rep_1MSDOdonata,2,2,0,1.7163572076839733,1.7506805452417078,0.16370331065912658,1.55045871559633,1.5853658536585322,0.21038058687258748
Samp_3Rep_2AWDColeoptera,2,2,0.48783173121456336,1.6493848884661177,1.8527419309528894,0.5048964854527004,1.4705882352941173,1.666666666666666,0.5993145167699702
Samp_3Rep_2AWDHeteroptera,1,1,0,1,1,0,1,1,0
Samp_3Rep_2AWDOdonata,2,2.5,0.735310695000296,2,3.3750000000017093,1.1642419337513064,2,Inf,NA
Samp_3Rep_2CONColeoptera,2,2,0.49888765156985887,1.3322056912494478,1.3979260965830398,0.2945267809309847,1.1803278688524592,1.1999999999999982,0.23004809330610165
Samp_3Rep_2CONHeteroptera,6,6.9743589743589745,1.0586919295044397,4.1680573001832855,4.549496632050025,0.45853426347597415,3.578823529411765,3.839378238341976,0.4262961585524468
Samp_3Rep_2CONOdonata,5,5,0.9622481078464444,2.2268975221870266,2.3229355590887772,0.32413027497356006,1.5908256880733946,1.6098484848484813,0.20299291064847044
Samp_3Rep_2MSDColeoptera,1,1,0,1,1,0,1,Inf,NA
Samp_3Rep_2MSDHeteroptera,5,5,0.63366729918168,4.328116287531896,4.750284706995204,0.48380282161395655,4.038167938931298,4.685185185185178,0.581421934209103
Samp_3Rep_2MSDOdonata,2,2,0.3588702812826367,1.2109971146588063,1.2266916925061135,0.1396998772975041,1.0997506234413965,1.1024327784891141,0.0887398420494744
Samp_3Rep_3AWDColeoptera,6,6.45,3.0402052944370768,5.743491774985176,7.901849360818909,2.2241219082029686,5.555555555555554,11.249999999999998,2.743437654013168
Samp_3Rep_3AWDHeteroptera,4,8.5,2.2519295878616785,4,12.27508526282279,3.809568762545089,4,Inf,NA
Samp_3Rep_3AWDOdonata,2,2,0.3144660377352202,1.9601317042077895,2.188755972483999,0.3723005098685111,1.923076923076923,2.499999999999999,0.5340772379270895
Samp_3Rep_3CONColeoptera,1,1,0,1,1,0,1,1,0
Samp_3Rep_3CONHeteroptera,5,6.818181818181818,2.1036020995609226,4.341152817605064,5.897860431625845,1.5508579342508864,3.903225806451613,5.500000000000004,2.0179210119413993
Samp_3Rep_3CONOdonata,5,6.96875,2.2921321474762624,2.284080199889046,2.4081212508569263,0.293868252132459,1.8156028368794326,1.8394160583941634,0.21547195451455353
Samp_3Rep_3MSDColeoptera,2,2.3333333333333335,1.1873633183788563,1.8898815748423097,2.51984209978993,1.830970082998443,1.7999999999999998,3,NA
Samp_3Rep_3MSDHeteroptera,6,7.935483870967742,2.2666532115651594,3.851062121795145,4.368371466724395,0.7889101612662037,3.090032154340836,3.3214285714285743,0.6481985875483665
Samp_3Rep_3MSDOdonata,2,2,0.38612291966536916,1.256879263375095,1.2776499783494673,0.16021637589656273,1.1284974093264248,1.1330472103004305,0.10004599420202234
Samp_4Rep_1AWDHeteroptera,3,3,0,2.8357156685164195,2.915004223181727,0.1750592524474011,2.6895874263261295,2.82203389830508,0.29014537604642077
Samp_4Rep_1AWDOdonata,3,3.4375,1.291661282674507,2.4602329762891006,2.951218246128529,0.9714807483975814,2.1333333333333333,2.545454545454546,1.0431172396841228
Samp_4Rep_1CONHeteroptera,3,3,0.2876234912646613,2.601386002735775,2.768578565510627,0.3064529242164556,2.3884297520661155,2.6153846153846123,0.38989918997447337
Samp_4Rep_1CONOdonata,4,6.5,2.960667500456677,3.464101615137754,6.072490360967248,3.198812525340904,3.0000000000000004,4.999999999999997,4.142658398850313
Samp_4Rep_1MSDHeteroptera,4,5.777777777777778,1.9668660770012942,3.155224647081286,4.318168825296966,1.5068943416792173,2.6129032258064515,3.272727272727273,1.7112358523926794
Samp_4Rep_1MSDOdonata,2,2,0.45126085985421305,1.6493848884661177,1.8527419309528894,0.4783062956185574,1.4705882352941173,1.666666666666666,0.5956162339057179
Samp_4Rep_2AWDColeoptera,1,1,0,1,1,0,1,Inf,NA
Samp_4Rep_2AWDHeteroptera,4,4,0.4328716709775922,2.6335636579965196,2.7365582538116895,0.36330051513872896,2.067650676506765,2.1243523316062194,0.36795169730860755
Samp_4Rep_2AWDOdonata,3,3.45,1.2929971398016906,2.2295918739204166,2.57990117202403,0.8554501074931352,1.8518518518518523,2.0454545454545454,0.7086938842377327
Samp_4Rep_2CONHeteroptera,3,3,0.38151545237911466,2.2295918739204166,2.351325853136993,0.3600677534712896,1.8518518518518523,1.9387755102040873,0.3854764008307643
Samp_4Rep_2CONOdonata,2,2,0.10000000000000002,1.9601317042077895,2.0660424566070597,0.17423855652584147,1.923076923076923,2.1428571428571432,0.26965349591680465
Samp_4Rep_2MSDHeteroptera,4,5.846153846153847,2.1929760837180807,2.5527107992820115,3.176585908613379,1.0055842248604794,1.9425287356321839,2.108108108108106,0.7832580390744173
Samp_4Rep_2MSDOdonata,3,3.2,1.953325059450881,2.8717458874925876,3.7362071946825117,2.11672032414957,2.777777777777777,4.999999999999999,2.7626375269838497
Samp_4Rep_3AWDColeoptera,1,1,0,1,1,0,1,Inf,NA
Samp_4Rep_3AWDHeteroptera,3,3,0.33799766898963113,2.214144516177144,2.2566524357436735,0.1615906217986627,2.0261219022103147,2.065368567454799,0.14735744274501023
Samp_4Rep_3AWDOdonata,1,1,0,1,1,0,1,1,0
Samp_4Rep_3CONHeteroptera,4,4,0.5681086821616748,3.0600774297178983,3.264006053579167,0.4093501136301321,2.659574468085106,2.8571428571428585,0.4402108908853169
Samp_4Rep_3CONOdonata,3,3.857142857142857,1.0191568497512884,2.2173474522732106,2.8729086588368675,0.8754774786556628,1.8148148148148147,2.1000000000000005,0.9171530201762904
Samp_4Rep_3MSDHeteroptera,3,3,0.14070529413628965,2.5552217615199795,2.67337182022901,0.31436109087317937,2.232067510548523,2.364485981308411,0.435644408295915
Samp_4Rep_3MSDOdonata,3,3,0.514807047366323,2.5466274058954403,2.8151874808436315,0.45268491015404566,2.3725490196078436,2.7500000000000036,0.5165574990636117
